HOLE:	984b
LEG:	162
TOP:	119.786003
BOTTOM:	488.441589

DEPTH	RHOB	PEF	DRHO
322.7828	1.7335	4.0888	-0.0325
322.9352	1.7593	4.1547	-0.0367
323.0876	1.7797	4.0665	-0.0443
323.2400	1.7810	3.9642	-0.0574
323.3924	1.7533	3.9459	-0.0546
323.5448	1.7276	4.0968	-0.0422
323.6972	1.7301	4.2368	-0.0256
323.8496	1.7346	4.3122	-0.0289
324.0020	1.7527	4.2637	-0.0241
324.1544	1.7481	4.2095	-0.0291
324.3068	1.7691	4.0932	-0.0274
324.4592	1.7823	4.1708	-0.0345
324.6116	1.8036	4.2450	-0.0340
324.7640	1.7974	4.3639	-0.0336
324.9164	1.7784	4.3219	-0.0304
325.0688	1.7709	4.2112	-0.0134
325.2212	1.7676	4.1702	-0.0018
325.3736	1.7732	4.1299	0.0089
325.5260	1.7784	4.2308	0.0004
325.6784	1.7800	4.1766	-0.0128
325.8308	1.7864	4.2796	-0.0247
325.9832	1.7790	4.2909	-0.0265
326.1356	1.7745	4.3630	-0.0257
326.2880	1.7707	4.2675	-0.0256
326.4404	1.7701	4.1960	-0.0295
326.5928	1.7726	4.1409	-0.0293
326.7452	1.7742	4.1085	-0.0301
326.8976	1.7736	4.1560	-0.0297
327.0500	1.7699	4.2437	-0.0288
327.2024	1.7628	4.2935	-0.0250
327.3548	1.7633	4.1963	-0.0222
327.5072	1.7646	4.1368	-0.0199
327.6596	1.7685	4.1014	-0.0215
327.8120	1.7682	4.1644	-0.0254
327.9644	1.7691	4.1824	-0.0305
328.1168	1.7830	4.2967	-0.0295
328.2692	1.7769	4.3789	-0.0344
328.4216	1.7767	4.4339	-0.0309
328.5740	1.7603	4.3521	-0.0369
328.7264	1.7656	4.2935	-0.0317
328.8788	1.7763	4.1881	-0.0289
329.0312	1.7926	4.2152	-0.0242
329.1836	1.8059	4.3419	-0.0245
329.3360	1.8053	4.5581	-0.0316
329.4884	1.8081	4.7188	-0.0328
329.6408	1.8047	4.6863	-0.0355
329.7932	1.8060	4.6752	-0.0321
329.9456	1.8013	4.5906	-0.0337
330.0980	1.7915	4.5454	-0.0341
330.2504	1.7856	4.3715	-0.0386
330.4028	1.7774	4.1820	-0.0423
330.5552	1.7747	4.0847	-0.0414
330.7076	1.7711	4.0621	-0.0363
330.8600	1.7718	4.1222	-0.0302
331.0124	1.7724	4.2731	-0.0280
331.1648	1.7747	4.4213	-0.0234
331.3172	1.7630	4.4573	-0.0301
331.4696	1.7584	4.3857	-0.0293
331.6220	1.7520	4.2827	-0.0348
331.7744	1.7628	4.3229	-0.0261
331.9268	1.7700	4.2808	-0.0257
332.0792	1.7659	4.2693	-0.0309
332.2316	1.7622	4.2482	-0.0346
332.3840	1.7529	4.1874	-0.0339
332.5364	1.7511	4.1805	-0.0257
332.6888	1.7441	4.1010	-0.0256
332.8412	1.7385	4.0763	-0.0263
332.9936	1.7331	4.0966	-0.0266
333.1460	1.7242	4.1761	-0.0288
333.2984	1.7212	4.2030	-0.0284
333.4508	1.7117	4.1227	-0.0313
333.6032	1.7068	4.0041	-0.0201
333.7556	1.7115	3.9632	-0.0006
333.9080	1.7116	3.6822	0.0075
334.0604	1.7050	3.4569	0.0217
334.2128	1.7118	3.2462	0.0415
334.3652	1.6644	3.3473	0.0098
334.5176	1.6691	3.5593	0.0102
334.6700	1.6549	3.7402	-0.0144
334.8224	1.6849	3.8790	-0.0133
334.9748	1.7164	3.9282	-0.0161
335.1272	1.7316	4.1380	-0.0211
335.2796	1.7402	4.3311	-0.0245
335.4320	1.7611	4.5183	-0.0248
335.5844	1.7846	4.5959	-0.0225
335.7368	1.7902	4.5944	-0.0247
335.8892	1.7819	4.5933	-0.0295
336.0416	1.7839	4.5923	-0.0256
336.1940	1.7914	4.5889	-0.0201
336.3464	1.7866	4.4339	-0.0172
336.4988	1.7723	4.3521	-0.0244
336.6512	1.7626	4.3567	-0.0305
336.8036	1.7647	4.4250	-0.0275
336.9560	1.7589	4.4363	-0.0274
337.1084	1.7540	4.3629	-0.0247
337.2608	1.7483	4.2936	-0.0257
337.4132	1.7494	4.2771	-0.0258
337.5656	1.7568	4.2986	-0.0235
337.7180	1.7612	4.3138	-0.0255
337.8704	1.7632	4.2445	-0.0271
338.0228	1.7589	4.2343	-0.0243
338.1752	1.7541	4.2519	-0.0213
338.3276	1.7544	4.3450	-0.0157
338.4800	1.7532	4.4026	-0.0212
338.6324	1.7584	4.4650	-0.0196
338.7848	1.7602	4.4568	-0.0220
338.9372	1.7613	4.3399	-0.0182
339.0896	1.7466	4.3047	-0.0251
339.2420	1.7364	4.2748	-0.0277
339.3944	1.7292	4.2810	-0.0330
339.5468	1.7424	4.2870	-0.0273
339.6992	1.7556	4.2314	-0.0208
339.8516	1.7544	4.2463	-0.0182
340.0040	1.7548	4.2002	-0.0147
340.1564	1.7515	4.2062	-0.0137
340.3088	1.7574	4.2202	-0.0120
340.4612	1.7523	4.1495	-0.0160
340.6136	1.7447	4.1472	-0.0238
340.7660	1.7409	4.0377	-0.0273
340.9184	1.7272	3.9877	-0.0320
341.0708	1.7182	3.9780	-0.0300
341.2232	1.7056	4.0718	-0.0317
341.3756	1.7010	4.1723	-0.0327
341.5280	1.7057	4.1632	-0.0296
341.6804	1.7106	4.1306	-0.0276
341.8328	1.7186	4.0861	-0.0181
341.9852	1.7102	4.0319	-0.0188
342.1376	1.6930	3.9836	-0.0206
342.2900	1.6782	3.9217	-0.0243
342.4424	1.6703	3.9456	-0.0265
342.5948	1.6739	3.9695	-0.0238
342.7472	1.6806	4.0422	-0.0241
342.8996	1.6902	4.0833	-0.0216
343.0520	1.6949	4.1215	-0.0224
343.2044	1.6902	4.1775	-0.0246
343.3568	1.6812	4.1954	-0.0122
343.5092	1.6872	3.9201	0.0102
343.6616	1.7381	3.6739	0.0703
343.8140	1.7834	3.4772	0.1096
343.9664	1.7489	3.4974	0.0701
344.1188	1.7029	3.6649	0.0253
344.2712	1.6910	3.8596	0.0058
344.4236	1.7238	4.1456	0.0098
344.5760	1.7548	4.1549	0.0031
344.7284	1.7690	4.2718	-0.0200
344.8808	1.7695	4.3412	-0.0397
345.0332	1.7874	4.3581	-0.0414
345.1856	1.8009	4.2739	-0.0387
345.3380	1.8031	4.1583	-0.0334
345.4904	1.8004	4.2048	-0.0240
345.6428	1.7950	4.2464	-0.0234
345.7952	1.7853	4.2568	-0.0311
345.9476	1.7798	4.2402	-0.0396
346.1000	1.7843	4.1857	-0.0395
346.2524	1.7876	4.2826	-0.0394
346.4048	1.7922	4.2291	-0.0382
346.5572	1.7789	4.2208	-0.0442
346.7096	1.7712	4.1401	-0.0394
346.8620	1.7614	4.1709	-0.0385
347.0144	1.7605	4.2253	-0.0343
347.1668	1.7569	4.2810	-0.0349
347.3192	1.7541	4.2330	-0.0325
347.4716	1.7522	4.1987	-0.0309
347.6240	1.7574	4.1739	-0.0273
347.7764	1.7510	4.2194	-0.0274
347.9288	1.7578	4.1092	-0.0078
348.0812	1.7556	3.9757	0.0043
348.2336	1.7535	3.8820	0.0085
348.3860	1.7572	3.8855	0.0106
348.5384	1.7434	3.9809	-0.0044
348.6908	1.7396	4.0345	-0.0149
348.8432	1.7307	4.0721	-0.0266
348.9956	1.7451	4.0588	-0.0224
349.1480	1.7498	4.0445	-0.0251
349.3004	1.7516	4.0642	-0.0270
349.4528	1.7462	4.0904	-0.0304
349.6052	1.7447	4.1640	-0.0288
349.7576	1.7469	4.1881	-0.0273
349.9100	1.7473	4.1797	-0.0265
350.0624	1.7480	4.2022	-0.0288
350.2148	1.7499	4.2753	-0.0312
350.3672	1.7498	4.2868	-0.0308
350.5196	1.7439	4.2619	-0.0317
350.6720	1.7409	4.2185	-0.0293
350.8244	1.7410	4.2438	-0.0288
350.9768	1.7432	4.2576	-0.0259
351.1292	1.7385	4.2559	-0.0271
351.2816	1.7363	4.2598	-0.0269
351.4340	1.7323	4.2634	-0.0261
351.5864	1.7314	4.2773	-0.0261
351.7388	1.7225	4.2732	-0.0305
351.8912	1.7171	4.3012	-0.0346
352.0436	1.7103	4.3091	-0.0348
352.1960	1.7071	4.2708	-0.0311
352.3484	1.7038	4.1742	-0.0278
352.5008	1.7058	4.1525	-0.0250
352.6532	1.7063	4.2018	-0.0272
352.8056	1.7159	4.2616	-0.0191
352.9580	1.7254	4.2462	-0.0134
353.1104	1.7338	4.2269	-0.0101
353.2628	1.7368	4.1967	-0.0132
353.4152	1.7301	4.1745	-0.0199
353.5676	1.7241	4.1395	-0.0217
353.7200	1.7183	4.1750	-0.0239
353.8724	1.7183	4.1830	-0.0229
354.0248	1.7121	4.1959	-0.0281
354.1772	1.7131	4.1939	-0.0277
354.3296	1.7174	4.2398	-0.0249
354.4820	1.7264	4.2055	-0.0193
354.6344	1.7324	4.1608	-0.0206
354.7868	1.7323	4.1344	-0.0263
354.9392	1.7372	4.1591	-0.0263
355.0916	1.7329	4.2137	-0.0276
355.2440	1.7356	4.2266	-0.0224
355.3964	1.7295	4.2019	-0.0250
355.5488	1.7335	4.1505	-0.0222
355.7012	1.7376	4.1526	-0.0219
355.8536	1.7469	4.1953	-0.0184
356.0060	1.7509	4.2788	-0.0175
356.1584	1.7494	4.2686	-0.0212
356.3108	1.7483	4.3473	-0.0260
356.4632	1.7520	4.2790	-0.0250
356.6156	1.7497	4.2896	-0.0265
356.7680	1.7559	4.1733	-0.0218
356.9204	1.7553	4.2340	-0.0254
357.0728	1.7626	4.1753	-0.0253
357.2252	1.7556	4.2092	-0.0304
357.3776	1.7535	4.1329	-0.0337
357.5300	1.7578	4.2365	-0.0321
357.6824	1.7680	4.2259	-0.0300
357.8348	1.7653	4.2469	-0.0330
357.9872	1.7655	4.2234	-0.0372
358.1396	1.7693	4.2366	-0.0436
358.2920	1.7782	4.2396	-0.0481
358.4444	1.7843	4.1926	-0.0488
358.5968	1.7715	4.2559	-0.0503
358.7492	1.7689	4.2655	-0.0436
358.9016	1.7612	4.2839	-0.0389
359.0540	1.7611	4.2847	-0.0364
359.2064	1.7650	4.2712	-0.0353
359.3588	1.7692	4.2703	-0.0343
359.5112	1.7786	4.2313	-0.0311
359.6636	1.7769	4.2485	-0.0299
359.8160	1.7719	4.2569	-0.0338
359.9684	1.7693	4.3440	-0.0334
360.1208	1.7678	4.3925	-0.0370
360.2732	1.7716	4.4193	-0.0360
360.4256	1.7757	4.4105	-0.0341
360.5780	1.7785	4.3564	-0.0302
360.7304	1.7758	4.3123	-0.0276
360.8828	1.7701	4.2252	-0.0270
361.0352	1.7646	4.1696	-0.0288
361.1876	1.7629	4.1407	-0.0296
361.3400	1.7565	4.1259	-0.0314
361.4924	1.7525	4.2014	-0.0301
361.6448	1.7478	4.2936	-0.0308
361.7972	1.7465	4.2516	-0.0288
361.9496	1.7520	4.1803	-0.0196
362.1020	1.7563	4.0275	-0.0077
362.2544	1.7627	4.0066	0.0021
362.4068	1.7487	4.0328	-0.0049
362.5592	1.7296	4.0202	-0.0134
362.7116	1.7123	3.9932	-0.0202
362.8640	1.7056	3.9215	-0.0178
363.0164	1.7000	3.9782	-0.0137
363.1688	1.6952	4.0428	-0.0137
363.3212	1.6916	4.1355	-0.0126
363.4736	1.6895	4.1446	-0.0190
363.6260	1.6948	4.1843	-0.0204
363.7784	1.7107	4.1372	-0.0175
363.9308	1.7207	4.1224	-0.0148
364.0832	1.7240	4.1197	-0.0116
364.2356	1.7165	4.1536	-0.0136
364.3880	1.7155	4.2175	-0.0137
364.5404	1.7107	4.2431	-0.0184
364.6928	1.7071	4.2641	-0.0215
364.8452	1.7002	4.2549	-0.0246
364.9976	1.6982	4.1683	-0.0245
365.1500	1.7012	4.1840	-0.0224
365.3024	1.7096	4.1911	-0.0212
365.4548	1.7152	4.2436	-0.0242
365.6072	1.7185	4.1644	-0.0268
365.7596	1.7200	4.1819	-0.0284
365.9120	1.7192	4.2345	-0.0291
366.0644	1.7215	4.3504	-0.0265
366.2168	1.7199	4.3175	-0.0269
366.3692	1.7177	4.2711	-0.0266
366.5216	1.7214	4.1997	-0.0244
366.6740	1.7261	4.1889	-0.0217
366.8264	1.7312	4.1364	-0.0198
366.9788	1.7283	4.0745	-0.0235
367.1312	1.7254	4.0669	-0.0245
367.2836	1.7250	4.1235	-0.0213
367.4360	1.7205	4.1812	-0.0194
367.5884	1.7185	4.1885	-0.0184
367.7408	1.7230	4.2089	-0.0226
367.8932	1.7307	4.3100	-0.0264
368.0456	1.7444	4.4240	-0.0236
368.1980	1.7528	4.4473	-0.0199
368.3504	1.7582	4.2936	-0.0171
368.5028	1.7600	4.1851	-0.0169
368.6552	1.7633	4.0592	-0.0151
368.8076	1.7665	4.1175	-0.0178
368.9600	1.7717	4.0608	-0.0193
369.1124	1.7744	4.1032	-0.0244
369.2648	1.7774	4.0897	-0.0261
369.4172	1.7803	4.1651	-0.0267
369.5696	1.7675	4.2723	-0.0338
369.7220	1.7727	4.3320	-0.0325
369.8744	1.7774	4.2759	-0.0357
370.0268	1.7878	4.2485	-0.0377
370.1792	1.7920	4.2890	-0.0384
370.3316	1.7941	4.4650	-0.0373
370.4840	1.7950	4.5229	-0.0358
370.6364	1.7947	4.5840	-0.0360
370.7888	1.7932	4.5227	-0.0358
370.9412	1.7960	4.4232	-0.0302
371.0936	1.7917	4.2359	-0.0326
371.2460	1.7987	4.1595	-0.0342
371.3984	1.8069	4.1183	-0.0361
371.5508	1.8171	4.2406	-0.0339
371.7032	1.8228	4.3077	-0.0373
371.8556	1.8288	4.4462	-0.0424
372.0080	1.8415	4.5047	-0.0415
372.1604	1.8359	4.5607	-0.0440
372.3128	1.8325	4.6375	-0.0397
372.4652	1.8243	4.5845	-0.0399
372.6176	1.8308	4.6101	-0.0283
372.7700	1.8364	4.5420	-0.0233
372.9224	1.8352	4.6073	-0.0241
373.0748	1.8235	4.6638	-0.0379
373.2272	1.8124	4.7047	-0.0455
373.3796	1.8031	4.6609	-0.0467
373.5320	1.8020	4.6255	-0.0387
373.6844	1.7958	4.5863	-0.0342
373.8368	1.7956	4.5384	-0.0297
373.9892	1.7939	4.4640	-0.0264
374.1416	1.7998	4.4660	-0.0215
374.2940	1.8044	4.5274	-0.0236
374.4464	1.8048	4.5659	-0.0280
374.5988	1.8014	4.4635	-0.0323
374.7512	1.7973	4.4137	-0.0314
374.9036	1.7858	4.3414	-0.0323
375.0560	1.7767	4.3627	-0.0321
375.2084	1.7697	4.3140	-0.0314
375.3608	1.7650	4.2919	-0.0285
375.5132	1.7615	4.3064	-0.0251
375.6656	1.7517	4.2605	-0.0246
375.8180	1.7450	4.2746	-0.0275
375.9704	1.7427	4.2506	-0.0267
376.1228	1.7377	4.2794	-0.0300
376.2752	1.7435	4.3020	-0.0290
376.4276	1.7458	4.3141	-0.0336
376.5800	1.7548	4.3705	-0.0324
376.7324	1.7592	4.4047	-0.0286
376.8848	1.7700	4.4226	-0.0242
377.0372	1.7732	4.3615	-0.0255
377.1896	1.7769	4.3530	-0.0294
377.3420	1.7756	4.3802	-0.0314
377.4944	1.7818	4.4464	-0.0266
377.6468	1.7827	4.3319	-0.0243
377.7992	1.7799	4.2331	-0.0239
377.9516	1.7774	4.1557	-0.0268
378.1040	1.7796	4.1447	-0.0273
378.2564	1.7790	4.1736	-0.0321
378.4088	1.7846	4.1565	-0.0283
378.5612	1.7933	4.2415	-0.0318
378.7136	1.8153	4.1968	-0.0248
378.8660	1.8198	4.2136	-0.0265
379.0184	1.8115	4.1791	-0.0254
379.1708	1.8027	4.2100	-0.0227
379.3232	1.8028	4.3638	-0.0185
379.4756	1.8034	4.3912	-0.0204
379.6280	1.7908	4.3157	-0.0318
379.7804	1.7886	4.1450	-0.0372
379.9328	1.7962	4.1254	-0.0300
380.0852	1.8113	4.1335	-0.0246
380.2376	1.8047	4.1544	-0.0249
380.3900	1.7915	4.1043	-0.0296
380.5424	1.7789	4.1759	-0.0264
380.6948	1.7878	4.1780	-0.0230
380.8472	1.7923	4.1819	-0.0234
380.9996	1.7954	4.1522	-0.0229
381.1520	1.7873	4.1151	-0.0210
381.3044	1.7849	4.1893	-0.0155
381.4568	1.7923	4.3275	-0.0155
381.6092	1.8177	4.6355	-0.0302
381.7616	1.8384	4.6251	-0.0558
381.9140	1.8585	4.5546	-0.0676
382.0664	1.8232	4.3796	-0.0609
382.2188	1.8012	4.3311	-0.0402
382.3712	1.7797	4.2756	-0.0265
382.5236	1.7872	4.2619	-0.0247
382.6760	1.7906	4.3026	-0.0234
382.8284	1.7860	4.2886	-0.0253
382.9808	1.7790	4.2955	-0.0244
383.1332	1.7820	4.2739	-0.0221
383.2856	1.7846	4.2542	-0.0253
383.4380	1.7875	4.1341	-0.0284
383.5904	1.7887	4.1076	-0.0321
383.7428	1.7874	4.1197	-0.0303
383.8952	1.7875	4.2172	-0.0258
384.0476	1.7796	4.2305	-0.0266
384.2000	1.7839	4.1974	-0.0207
384.3524	1.7795	4.2108	-0.0229
384.5048	1.7796	4.1825	-0.0241
384.6572	1.7712	4.2690	-0.0294
384.8096	1.7704	4.3292	-0.0306
384.9620	1.7662	4.3549	-0.0315
385.1144	1.7664	4.3529	-0.0317
385.2668	1.7646	4.3195	-0.0314
385.4192	1.7645	4.3344	-0.0291
385.5716	1.7593	4.2143	-0.0323
385.7240	1.7472	4.1211	-0.0375
385.8764	1.7477	4.1130	-0.0342
386.0288	1.7460	4.2131	-0.0287
386.1812	1.7521	4.2527	-0.0252
386.3336	1.7520	4.2159	-0.0276
386.4860	1.7552	4.2150	-0.0322
386.6384	1.7606	4.2443	-0.0315
386.7908	1.7512	4.2515	-0.0353
386.9432	1.7477	4.2734	-0.0291
387.0956	1.7401	4.2802	-0.0269
387.2480	1.7468	4.2952	-0.0198
387.4004	1.7502	4.2579	-0.0215
387.5528	1.7522	4.2049	-0.0218
387.7052	1.7444	4.2416	-0.0308
387.8576	1.7432	4.2152	-0.0316
388.0100	1.7373	4.2197	-0.0341
388.1624	1.7375	4.1122	-0.0304
388.3148	1.7375	4.0351	-0.0273
388.4672	1.7410	4.0025	-0.0239
388.6196	1.7430	4.0522	-0.0227
388.7720	1.7422	4.1614	-0.0235
388.9244	1.7455	4.1821	-0.0218
389.0768	1.7442	4.2464	-0.0216
389.2292	1.7414	4.2312	-0.0246
389.3816	1.7323	4.2524	-0.0285
389.5340	1.7336	4.2398	-0.0281
389.6864	1.7276	4.2467	-0.0263
389.8388	1.7365	4.2351	-0.0181
389.9912	1.7348	4.1956	-0.0159
390.1436	1.7400	4.2014	-0.0151
390.2960	1.7383	4.2619	-0.0195
390.4484	1.7413	4.3076	-0.0231
390.6008	1.7524	4.3052	-0.0238
390.7532	1.7612	4.3258	-0.0245
390.9056	1.7624	4.3728	-0.0246
391.0580	1.7622	4.4070	-0.0168
391.2104	1.7585	4.3733	-0.0125
391.3628	1.7637	4.2333	-0.0050
391.5152	1.7701	4.1959	-0.0079
391.6676	1.7780	4.2037	-0.0138
391.8200	1.7785	4.1929	-0.0236
391.9724	1.7781	4.1878	-0.0278
392.1248	1.7745	4.2076	-0.0251
392.2772	1.7708	4.3279	-0.0249
392.4296	1.7656	4.3253	-0.0271
392.5820	1.7692	4.3029	-0.0251
392.7344	1.7761	4.3020	-0.0215
392.8868	1.7734	4.3229	-0.0224
393.0392	1.7686	4.3308	-0.0273
393.1916	1.7657	4.3089	-0.0326
393.3440	1.7756	4.3078	-0.0296
393.4964	1.7773	4.3044	-0.0308
393.6488	1.7831	4.3882	-0.0284
393.8012	1.7821	4.4189	-0.0266
393.9536	1.7874	4.4391	-0.0197
394.1060	1.7824	4.3426	-0.0190
394.2584	1.7751	4.3720	-0.0189
394.4108	1.7661	4.3669	-0.0223
394.5632	1.7584	4.3567	-0.0223
394.7156	1.7588	4.3388	-0.0231
394.8680	1.7632	4.2535	-0.0211
395.0204	1.7666	4.1906	-0.0201
395.1728	1.7511	4.1133	-0.0229
395.3252	1.7305	4.1474	-0.0255
395.4776	1.7190	4.1529	-0.0240
395.6300	1.7161	4.1116	-0.0219
395.7824	1.7160	4.1535	-0.0207
395.9348	1.7131	4.2292	-0.0265
396.0872	1.7296	4.3532	-0.0263
396.2396	1.7559	4.3652	-0.0191
396.3920	1.7696	4.3684	-0.0165
396.5444	1.7758	4.4032	-0.0160
396.6968	1.7735	4.3890	-0.0234
396.8492	1.7806	4.3787	-0.0229
397.0016	1.7753	4.2908	-0.0259
397.1540	1.7746	4.2386	-0.0268
397.3064	1.7688	4.3917	-0.0308
397.4588	1.7647	4.5549	-0.0358
397.6112	1.7664	4.6569	-0.0350
397.7636	1.7759	4.5626	-0.0273
397.9160	1.7894	4.4525	-0.0155
398.0684	1.7893	4.4609	-0.0130
398.2208	1.7892	4.4169	-0.0146
398.3732	1.7828	4.4532	-0.0226
398.5256	1.7842	4.3882	-0.0245
398.6780	1.7812	4.3752	-0.0250
398.8304	1.7819	4.3455	-0.0241
398.9828	1.7816	4.3789	-0.0263
399.1352	1.7814	4.4341	-0.0300
399.2876	1.7788	4.4710	-0.0349
399.4400	1.7725	4.4425	-0.0364
399.5924	1.7763	4.3858	-0.0312
399.7448	1.7796	4.3012	-0.0240
399.8972	1.7844	4.3114	-0.0225
400.0496	1.7813	4.2726	-0.0268
400.2020	1.7770	4.3154	-0.0303
400.3544	1.7764	4.3618	-0.0309
400.5068	1.7714	4.4395	-0.0276
400.6592	1.7802	4.4388	-0.0093
400.8116	1.7838	4.3943	0.0058
400.9640	1.7863	4.4129	0.0111
401.1164	1.7954	4.4098	0.0084
401.2688	1.7901	4.4186	-0.0040
401.4212	1.7847	4.3231	-0.0178
401.5736	1.7788	4.3393	-0.0244
401.7260	1.7815	4.3422	-0.0281
401.8784	1.7838	4.3100	-0.0292
402.0308	1.7793	4.3224	-0.0341
402.1832	1.7764	4.3741	-0.0307
402.3356	1.7678	4.3931	-0.0316
402.4880	1.7625	4.3603	-0.0283
402.6404	1.7637	4.3088	-0.0282
402.7928	1.7653	4.2662	-0.0278
402.9452	1.7724	4.2237	-0.0249
403.0976	1.7704	4.1221	-0.0262
403.2500	1.7757	4.1870	-0.0218
403.4024	1.7768	4.2278	-0.0218
403.5548	1.7770	4.2475	-0.0202
403.7072	1.7694	4.2187	-0.0263
403.8596	1.7589	4.1461	-0.0328
404.0120	1.7508	4.1441	-0.0296
404.1644	1.7476	4.1390	-0.0248
404.3168	1.7494	4.1954	-0.0192
404.4692	1.7541	4.2225	-0.0221
404.6216	1.7564	4.2803	-0.0213
404.7740	1.7582	4.3033	-0.0188
404.9264	1.7530	4.3439	-0.0161
405.0788	1.7508	4.2771	-0.0172
405.2312	1.7460	4.2760	-0.0195
405.3836	1.7494	4.2822	-0.0232
405.5360	1.7459	4.4157	-0.0235
405.6884	1.7453	4.4320	-0.0219
405.8408	1.7393	4.5023	-0.0205
405.9932	1.7367	4.5030	-0.0255
406.1456	1.7440	4.5858	-0.0275
406.2980	1.7573	4.6309	-0.0278
406.4504	1.7790	4.6053	-0.0206
406.6028	1.7926	4.5975	-0.0114
406.7552	1.8032	4.5333	-0.0025
406.9076	1.8036	4.5713	0.0015
407.0600	1.7983	4.5657	-0.0051
407.2124	1.7965	4.5790	-0.0151
407.3648	1.7991	4.6031	-0.0237
407.5172	1.8033	4.5997	-0.0290
407.6696	1.8028	4.6172	-0.0289
407.8220	1.8001	4.5625	-0.0299
407.9744	1.7922	4.5612	-0.0354
408.1268	1.7878	4.5079	-0.0407
408.2792	1.7852	4.5388	-0.0432
408.4316	1.7917	4.5904	-0.0394
408.5840	1.7945	4.6794	-0.0388
408.7364	1.7974	4.6946	-0.0387
408.8888	1.7948	4.5630	-0.0430
409.0412	1.7923	4.5011	-0.0427
409.1936	1.7865	4.4494	-0.0389
409.3460	1.7768	4.4574	-0.0345
409.4984	1.7712	4.4265	-0.0299
409.6508	1.7715	4.3614	-0.0263
409.8032	1.7698	4.3899	-0.0232
409.9556	1.7598	4.3614	-0.0271
410.1080	1.7534	4.3717	-0.0277
410.2604	1.7552	4.3331	-0.0262
410.4128	1.7629	4.2943	-0.0236
410.5652	1.7684	4.2562	-0.0261
410.7176	1.7660	4.1936	-0.0269
410.8700	1.7609	4.2496	-0.0256
411.0224	1.7532	4.3013	-0.0247
411.1748	1.7503	4.3424	-0.0275
411.3272	1.7473	4.3002	-0.0284
411.4796	1.7508	4.2921	-0.0233
411.6320	1.7549	4.3695	-0.0133
411.7844	1.7604	4.3431	-0.0053
411.9368	1.7600	4.3081	-0.0044
412.0892	1.7565	4.2016	-0.0117
412.2416	1.7534	4.2360	-0.0175
412.3940	1.7505	4.2489	-0.0232
412.5464	1.7511	4.2684	-0.0238
412.6988	1.7503	4.2867	-0.0256
412.8512	1.7500	4.2982	-0.0264
413.0036	1.7554	4.3990	-0.0252
413.1560	1.7623	4.4062	-0.0233
413.3084	1.7673	4.3804	-0.0193
413.4608	1.7664	4.3011	-0.0200
413.6132	1.7687	4.3137	-0.0225
413.7656	1.7726	4.3409	-0.0248
413.9180	1.7690	4.3875	-0.0282
414.0704	1.7681	4.4370	-0.0283
414.2228	1.7684	4.4793	-0.0279
414.3752	1.7788	4.5079	-0.0221
414.5276	1.7741	4.4806	-0.0240
414.6800	1.7748	4.4896	-0.0223
414.8324	1.7708	4.5354	-0.0239
414.9848	1.7792	4.4974	-0.0210
415.1372	1.7879	4.5212	-0.0164
415.2896	1.7973	4.4576	-0.0126
415.4420	1.8047	4.5323	-0.0067
415.5944	1.8018	4.5996	-0.0119
415.7468	1.7981	4.5936	-0.0150
415.8992	1.7924	4.4871	-0.0179
416.0516	1.7872	4.3753	-0.0162
416.2040	1.7826	4.3952	-0.0168
416.3564	1.7756	4.4205	-0.0194
416.5088	1.7669	4.4291	-0.0243
416.6612	1.7617	4.3429	-0.0226
416.8136	1.7637	4.3183	-0.0172
416.9660	1.7681	4.3148	-0.0134
417.1184	1.7725	4.2990	-0.0102
417.2708	1.7724	4.3480	-0.0138
417.4232	1.7743	4.3478	-0.0155
417.5756	1.7747	4.4353	-0.0189
417.7280	1.7818	4.4631	-0.0156
417.8804	1.7830	4.4604	-0.0164
418.0328	1.7824	4.4276	-0.0167
418.1852	1.7743	4.3934	-0.0216
418.3376	1.7729	4.3997	-0.0178
418.4900	1.7640	4.3965	-0.0170
418.6424	1.7571	4.4083	-0.0147
418.7948	1.7469	4.4279	-0.0160
418.9472	1.7472	4.3876	-0.0160
419.0996	1.7428	4.4406	-0.0230
419.2520	1.7560	4.3914	-0.0249
419.4044	1.7634	4.4343	-0.0318
419.5568	1.7767	4.3217	-0.0315
419.7092	1.7626	4.2940	-0.0412
419.8616	1.7498	4.3243	-0.0388
420.0140	1.7410	4.3592	-0.0324
420.1664	1.7368	4.4042	-0.0266
420.3188	1.7367	4.3126	-0.0258
420.4712	1.7445	4.3098	-0.0249
420.6236	1.7559	4.3453	-0.0210
420.7760	1.7558	4.3875	-0.0247
420.9284	1.7507	4.3883	-0.0308
421.0808	1.7679	4.3582	-0.0297
421.2332	1.7896	4.4600	-0.0287
421.3856	1.8049	4.6096	-0.0269
421.5380	1.8043	4.6732	-0.0284
421.6904	1.8032	4.6404	-0.0320
421.8428	1.8080	4.5872	-0.0335
421.9952	1.8070	4.5085	-0.0384
422.1476	1.8128	4.4927	-0.0348
422.3000	1.8063	4.5169	-0.0375
422.4524	1.7996	4.5688	-0.0373
422.6048	1.7896	4.5946	-0.0402
422.7572	1.7837	4.5216	-0.0407
422.9096	1.7789	4.5541	-0.0407
423.0620	1.7746	4.5369	-0.0393
423.2144	1.7671	4.5047	-0.0362
423.3668	1.7630	4.4602	-0.0333
423.5192	1.7625	4.4919	-0.0322
423.6716	1.7720	4.5611	-0.0271
423.8240	1.7716	4.5557	-0.0295
