Leg 162,  Site 984, Core data type SUSCEPTIBILITY,  Log data type SUMT,
Data repicked to log depth
Linear Equation;  y = 0.139x + 78.998
       ELD      SmCore  SmLog
C    113.44    530.02   2967.70
C    113.59    495.16   3420.00
C    113.74    511.24   3695.30
C    113.89    593.96   3469.30
C    114.04    665.59   3453.30
C    114.20    681.12   4130.80
C    114.35    678.45   4496.60
C    114.50    688.66   4638.90
C    114.65    689.14   4578.80
C    114.81    662.16   3954.60
C    114.96    611.35   3746.40
C    115.11    559.79   3431.00
C    115.26    520.09   3130.80
C    115.42    494.51   2970.20
C    115.57    492.63   2941.40
C    115.72    511.73   3029.80
C    115.87    541.92   3079.30
C    116.03    561.27   3042.70
C    116.18    548.48   3055.40
C    116.33    509.99   2939.70
C    116.48    468.88   2803.10
C    116.64    433.43   2610.40
C    116.79    412.18   2367.00
C    116.94    409.20   2384.90
C    117.09    447.81   3145.70
C    117.25    551.81   3546.90
C    117.40    689.09   3801.40
C    117.55    808.00   4765.00
C    117.70    864.98   5506.00
C    117.86    862.41   5711.60
C    118.01    840.34   5546.00
C    118.16    840.95   5321.90
C    118.31    864.73   4968.20
C    118.47    887.27   5048.30
C    118.62    876.43   5412.30
C    118.77    836.22   4991.00
C    118.92    797.78   4467.80
C    119.07    771.19   4314.00
C    119.23    746.48   4119.30
C    119.38    702.13   3974.00
C    119.53    633.45   3867.30
C    119.68    560.62   3284.40
C    119.84    502.04   2713.20
C    119.99    475.35   2461.70
C    120.14    462.73   2363.60
C    120.29    450.24   2619.30
C    120.45    426.35   2813.90
C    120.60    410.66   2890.60
C    120.75    429.64   2955.00
C    120.90    496.57   3105.30
C    121.06    645.01   3566.20
C    121.21    772.17   4243.10
C    121.36    608.91   4215.00
C    121.51    527.57   4319.40
C    121.66    564.52   4382.00
C    121.82    603.94   4211.90
C    121.97    714.85   3942.40
C    122.12    730.41   4110.10
C    122.27    607.01   4365.70
C    122.43    610.76   4060.80
C    122.58    579.77   3504.10
C    122.73    542.59   3262.00
C    122.88    495.92   3004.80
C    123.04    447.09   2849.30
C    123.19    419.84   2692.00
C    123.34    413.73   2643.30
C    123.49    440.73   3021.00
C    123.65    503.19   3121.90
C    123.80    578.74   3593.90
C    123.95    645.77   3980.90
C    124.10    678.59   4097.30
C    124.26    672.27   4552.60
C    124.41    646.56   4425.60
C    124.56    617.27   4200.70
C    124.71    606.27   3969.70
C    124.87    612.78   3869.40
C    125.02    630.77   3832.70
C    125.17    641.96   3774.80
C    125.32    626.05   3721.30
C    125.48    580.50   3708.20
C    125.63    532.25   3317.50
C    125.78    514.21   2872.10
C    125.93    532.64   3223.60
C    126.09    560.35   3725.10
C    126.24    548.34   3877.30
C    126.39    506.81   3660.30
C    126.54    490.28   3412.60
C    126.69    547.01   3574.40
C    126.85    656.85   4248.80
C    127.00    716.43   4324.30
C    127.15    716.41   4176.30
C    127.30    686.43   4071.70
C    127.46    674.02   4059.30
C    127.61    689.70   4090.70
C    127.76    729.54   4349.70
C    127.91    785.92   5040.20
C    128.07    857.75   5426.50
C    128.22    907.00   5728.30
C    128.37    920.78   6161.60
C    128.52    913.36   6122.30
C    128.68    902.28   6055.30
C    128.83    890.48   5794.60
C    128.98    866.81   5548.30
C    129.13    826.41   5391.10
C    129.28    775.53   4884.00
C    129.44    715.64   4517.50
C    129.59    663.79   4030.60
C    129.74    619.76   3491.60
C    129.89    584.11   3176.30
C    130.05    547.04   3081.30
C    130.20    512.22   3046.70
C    130.35    497.48   3119.30
C    130.50    470.85   3172.60
C    130.66    462.76   3291.20
C    130.81    325.81   3574.20
C    130.96    426.37   4092.20
C    131.11    526.92   4135.00
C    131.27    621.57   4078.30
C    131.42    654.35   3972.10
C    131.57    572.76   3559.40
C    131.72    567.03   3302.90
C    131.88    519.13   3096.50
C    132.03    473.85   2844.30
C    132.18    438.21   2714.90
C    132.33    417.37   2567.30
C    132.49    408.84   2188.90
C    132.64    404.58   2087.40
C    132.79    395.88   2298.80
C    132.94    383.75   2629.70
C    133.10    388.53   2605.00
C    133.25    418.09   2606.30
C    133.40    454.65   2608.40
C    133.55    480.47   2837.00
C    133.70    496.19   3403.10
C    133.86    516.83   3375.70
C    134.01    528.58   3330.70
C    134.16    526.35   3571.30
C    134.31    517.13   3527.70
C    134.47    522.31   3461.00
C    134.62    532.52   3309.00
C    134.77    520.16   3178.20
C    134.92    472.32   2917.30
C    135.08    413.88   2933.70
C    135.23    394.07   2916.70
C    135.38    427.69   2874.40
C    135.53    500.42   2954.60
C    135.69    578.84   3200.80
C    135.84    618.00   3738.40
C    135.99    624.90   4472.70
C    136.14    637.72   4656.60
C    136.30    677.37   4573.00
C    136.45    725.84   4682.60
C    136.60    755.72   4834.70
C    136.75    751.24   4897.60
C    136.90    722.90   4660.20
C    137.06    680.49   4691.70
C    137.21    652.03   4662.70
C    137.36    632.89   4231.10
C    137.51    605.68   3611.40
C    137.67    563.84   3440.20
C    137.82    516.90   3095.70
C    137.97    489.43   3160.90
C    138.12    480.80   3306.30
C    138.28    487.20   3342.00
C    138.43    505.26   3347.00
C    138.58    530.57   3291.30
C    138.73    557.88   3245.40
C    138.89    568.05   3200.30
C    139.04    549.91   2821.20
C    139.19    515.14   2465.40
C    139.34    477.95   2275.00
C    139.50    446.93   2215.30
C    139.65    421.34   2249.60
C    139.80    402.97   2500.90
C    139.95    348.79   2818.20
C    140.11    418.98   3114.60
C    140.26    453.44   3845.40
C    140.41    452.55   4247.90
C    140.56    422.00   4356.30
C    140.72    416.75   4416.30
C    140.87    496.30   4504.70
C    141.02    780.89   4598.40
C    141.17    776.60   5012.30
C    141.32    851.78   5006.60
C    141.48    860.06   4933.70
C    141.63    821.31   4962.00
C    141.78    770.46   5077.00
C    141.93    723.74   5043.60
C    142.09    708.13   4768.80
C    142.24    728.24   4415.90
C    142.39    775.33   4593.40
C    142.54    820.24   5622.70
C    142.70    851.89   5601.00
C    142.85    880.46   5582.30
C    143.00    884.57   5593.30
C    143.15    865.66   5610.10
C    143.31    809.13   5353.80
C    143.46    740.86   4504.10
C    143.61    686.39   4034.90
C    143.76    642.47   3766.90
C    143.92    599.44   3780.70
C    144.07    566.61   3782.30
C    144.22    558.57   3867.30
C    144.37    562.55   3871.00
C    144.52    547.52   3528.70
C    144.68    496.16   3281.90
C    144.83    447.46   3041.30
C    144.98    424.08   2709.60
C    145.14    428.69   2578.50
C    145.29    441.29   2522.00
C    145.44    454.81   2391.70
C    145.59    468.14   2354.70
C    145.74    490.07   2464.60
C    145.90    536.15   2724.60
C    146.05    608.03   3137.90
C    146.20    699.73   3812.10
C    146.35    786.07   4662.00
C    146.51    834.89   4978.30
C    146.66    828.88   5234.70
C    146.81    781.96   5307.00
C    146.96    718.33   5261.20
C    147.12    657.27   4919.00
C    147.27    617.75   4222.90
C    147.42    602.31   3694.80
C    147.57    604.50   3638.40
C    147.73    628.65   3730.00
C    147.88    664.05   3877.70
C    148.03    689.61   3856.30
C    148.18    683.84   3710.20
C    148.34    632.17   3532.70
C    148.49    562.91   3391.30
C    148.64    500.75   3384.30
C    148.79    304.48   3347.00
C    148.94    516.22   3235.70
C    149.10    755.87   3176.30
C    149.25    642.07   3543.80
C    149.40    564.60   3941.60
C    149.55    487.15   3799.90
C    149.71    404.53   3484.50
C    149.86    327.07   3314.60
C    150.01    249.61   3123.40
C    150.16    530.24   3115.00
C    150.32    560.81   3178.00
C    150.47    526.32   3199.30
C    150.62    577.31   3165.60
C    150.77    562.64   3047.00
C    150.93    535.18   3201.70
C    151.08    513.15   3319.00
C    151.23    519.13   3287.70
C    151.38    563.43   3495.10
C    151.54    626.85   3775.30
C    151.69    660.24   3837.30
C    151.84    644.93   3809.30
C    151.99    593.58   3800.70
C    152.14    536.75   3400.30
C    152.30    500.47   2981.80
C    152.45    493.77   2973.30
C    152.60    511.12   3028.10
C    152.76    537.54   3303.00
C    152.91    538.38   3278.00
C    153.06    526.07   3289.00
C    153.21    517.56   3318.40
C    153.36    546.49   3394.60
C    153.52    603.75   3390.50
C    153.67    644.60   4206.80
C    153.82    672.31   4024.30
C    153.97    685.09   4009.30
C    154.13    688.70   3995.30
C    154.28    661.84   3920.00
C    154.43    600.09   3612.70
C    154.58    528.48   2999.80
C    154.74    472.13   2392.90
C    154.89    451.57   2721.30
C    155.04    456.11   2747.70
C    155.19    468.66   2839.30
C    155.35    489.85   2823.00
C    155.50    527.69   3017.70
C    155.65    587.37   3203.90
C    155.80    648.45   3449.10
C    155.95    674.98   3956.80
C    156.11    654.85   3756.30
C    156.26    615.15   3574.70
C    156.41    588.50   3501.00
C    156.56    585.64   3441.60
C    156.72    599.36   3400.30
C    156.87    613.01   3469.80
C    157.02    618.20   3460.70
C    157.17    609.24   3551.00
C    157.33    584.91   3540.00
C    157.48    569.57   3545.80
C    157.63    585.86   3549.70
C    157.78    635.49   3501.20
C    157.94    672.82   3394.70
C    158.09    677.52   3970.70
C    158.24    665.91   3956.40
C    158.39    655.62   3683.30
C    158.55    690.92   3488.60
C    158.70    609.38   3333.10
C    158.85    567.35   3047.90
C    159.00    477.80   2716.70
C    159.16    457.20   2598.30
C    159.31    437.88   2546.00
C    159.46    418.57   2467.90
C    159.61    525.83   2670.90
C    159.76    577.72   3203.70
C    159.92    481.00   3596.50
C    160.07    504.85   3912.00
C    160.22    561.75   3767.40
C    160.38    633.80   4305.00
C    160.53    667.26   4475.30
C    160.68    651.31   4463.70
C    160.83    608.58   4378.90
C    160.98    596.79   4035.70
C    161.14    603.11   3394.60
C    161.29    571.55   3334.70
C    161.44    503.78   3219.20
C    161.59    441.59   2515.90
C    161.75    392.67   2378.30
C    161.90    355.90   2332.70
C    162.05    323.66   2124.00
C    162.20    297.80   1768.90
C    162.36    272.65   1588.70
C    162.51    261.07   1597.30
C    162.66    269.99   1626.40
C    162.81    300.13   1665.40
C    162.97    346.90   1840.80
C    163.12    386.53   2088.10
C    163.27    408.45   2494.60
C    163.42    410.00   2605.30
C    163.57    399.89   2527.40
C    163.73    382.24   2411.20
C    163.88    371.77   2382.90
C    164.03    378.57   2610.00
C    164.18    413.80   2925.70
C    164.34    477.86   3111.00
C    164.49    535.31   3718.10
C    164.64    570.65   3876.00
C    164.79    584.72   3772.00
C    164.95    585.86   3688.40
C    165.10    582.61   3659.60
C    165.25    572.86   3551.00
C    165.40    563.28   3524.70
C    165.56    571.54   3536.70
C    165.71    590.20   3802.30
C    165.86    610.87   3819.30
C    166.01    625.96   3795.20
C    166.17    636.42   3763.70
C    166.32    635.25   3788.30
C    166.47    626.79   3887.10
C    166.62    627.74   4056.60
C    166.78    657.88   4010.30
C    166.93    697.65   3884.40
C    167.08    704.06   3627.60
C    167.23    673.35   3419.40
C    167.39    603.93   3302.60
C    167.54    521.55   2917.80
C    167.69    408.00   2616.80
C    167.84    355.29   2093.50
C    168.00    299.68   2373.30
C    168.15    389.34   3082.90
C    168.30    490.53   3780.00
C    168.45    592.46   4224.40
C    168.60    717.24   4495.60
C    168.76    717.11   4652.00
C    168.91    798.29   4759.00
C    169.06    459.84   4702.90
C    169.21    608.05   4302.80
C    169.37    615.78   4096.30
C    169.52    633.39   4110.30
C    169.67    652.76   4042.70
C    169.82    664.50   3983.00
C    169.98    653.44   3885.70
C    170.13    627.38   3692.90
C    170.28    593.18   3094.70
C    170.43    555.64   3294.30
C    170.59    519.01   3281.00
C    170.74    502.31   3169.70
C    170.89    523.29   3121.70
C    171.04    583.61   3495.40
C    171.19    639.27   3994.10
C    171.35    645.63   3924.00
C    171.50    634.05   4249.20
C    171.65    656.38   4315.70
C    171.80    743.67   4299.00
C    171.96    837.09   5518.30
C    172.11    880.96   6060.70
C    172.26    899.55   6241.30
C    172.41    924.44   6061.30
C    172.57    924.29   5899.00
C    172.72    917.22   6023.60
C    172.87    905.41   5842.30
C    173.02    874.48   5158.00
C    173.18    854.98   4968.40
C    173.33    847.47   4827.60
C    173.48    827.41   4566.40
C    173.63    774.10   4404.30
C    173.79    697.97   4507.60
C    173.94    659.93   4333.30
C    174.09    669.71   4288.70
C    174.24    731.81   4426.00
C    174.40    803.64   4534.40
C    174.55    834.36   4883.00
C    174.70    817.90   5122.50
C    174.85    777.13   4556.80
C    175.01    729.24   3925.40
C    175.16    671.37   4007.00
C    175.31    615.45   3808.00
C    175.46    593.44   3780.10
C    175.62    612.48   3780.00
C    175.77    655.85   3865.30
C    175.92    701.22   4475.00
C    176.07    734.23   4694.70
C    176.22    752.01   4725.00
C    176.38    758.80   4704.40
C    176.53    759.03   4789.60
C    176.68    761.79   4826.90
C    176.83    763.19   5045.00
C    176.99    765.99   5363.50
C    177.14    803.09   5610.60
C    177.29    864.75   6114.00
C    177.44    735.00   6118.70
C    177.60    759.64   6021.30
C    177.75    744.59   5750.40
C    177.90    706.37   5018.60
C    178.05    649.89   4442.90
C    178.21    591.33   4033.70
C    178.36    570.50   3806.60
C    178.51    578.21   3760.70
C    178.66    598.10   3762.10
C    178.81    624.01   4387.90
C    178.97    657.29   4841.60
C    179.12    687.50   4573.40
C    179.27    713.41   4307.60
C    179.42    732.78   4155.80
C    179.58    743.21   4074.30
C    179.73    742.60   4185.00
C    179.88    735.72   4265.00
C    180.03    722.71   3996.00
C    180.19    702.61   4017.70
C    180.34    680.26   4244.60
C    180.49    655.63   4009.40
C    180.64    629.99   3638.70
C    180.80    602.55   3503.70
C    180.95    581.88   3565.00
C    181.10    557.44   3713.60
C    181.25    575.46   3716.00
C    181.41    638.72   4132.00
C    181.56    704.62   4664.00
C    181.71    754.18   4717.00
C    181.86    775.82   4655.30
C    182.02    764.33   4531.90
C    182.17    728.38   4283.70
C    182.32    673.47   4250.60
C    182.47    626.61   4038.00
C    182.63    620.10   3867.30
C    182.78    656.52   3842.70
C    182.93    707.68   4108.10
C    183.08    743.00   4739.50
C    183.24    753.03   4899.30
C    183.39    749.71   4865.70
C    183.54    753.14   4822.80
C    183.69    765.68   4794.30
C    183.84    778.55   4708.70
C    184.00    776.59   4618.00
C    184.15    754.03   4609.60
C    184.30    726.64   4379.30
C    184.45    709.62   4417.00
C    184.61    714.41   4545.40
C    184.76    749.04   4888.60
C    184.91    807.80   5275.30
C    185.06    869.26   5257.50
C    185.22    869.78   5346.30
C    185.37    808.64   5525.60
C    185.52    737.45   5484.70
C    185.67    698.15   5162.40
C    185.83    692.15   4526.70
C    185.98    697.55   4510.00
C    186.13    698.73   4370.40
C    186.28    669.61   3872.60
C    186.43    593.27   3688.00
C    186.59    485.11   3497.90
C    186.74    402.01   3146.10
C    186.89    416.01   2575.40
C    187.04    208.92   2407.40
C    187.20    587.35   2998.70
C    187.35    744.21   3509.80
C    187.50    710.53   3698.30
C    187.65    773.28   4275.90
C    187.81    757.61   4949.80
C    187.96    783.31   5568.90
C    188.11    802.83   5237.70
C    188.26    805.86   5060.40
C    188.42    800.95   5176.80
C    188.57    791.71   5453.30
C    188.72    776.46   5401.70
C    188.87    758.16   5206.70
C    189.03    725.62   4962.70
C    189.18    681.86   4633.00
C    189.33    628.99   3801.00
C    189.48    570.66   3462.00
C    189.64    523.53   3225.90
C    189.79    505.90   3029.70
C    189.94    526.53   2912.00
C    190.09    582.42   3058.30
C    190.25    650.81   3028.40
C    190.40    706.45   3238.00
C    190.55    749.60   4292.70
C    190.70    786.02   4726.00
C    190.86    822.53   5066.40
C    191.01    849.63   5344.20
C    191.16    869.03   5473.70
C    191.31    880.78   5593.30
C    191.46    883.79   5645.70
C    191.62    876.93   5675.30
C    191.77    859.87   5538.00
C    191.92    831.69   5159.90
C    192.07    794.33   4594.40
C    192.23    745.35   4307.40
C    192.38    699.24   4112.00
C    192.53    658.09   3948.30
C    192.68    623.06   3891.00
C    192.84    616.30   4108.70
C    192.99    647.55   4336.40
C    193.14    715.23   4701.00
C    193.29    789.62   5328.40
C    193.45    835.26   5374.30
C    193.60    852.35   5368.00
C    193.75    857.41   5295.00
C    193.90    873.31   5173.10
C    194.05    889.54   5420.60
C    194.21    897.04   5686.90
C    194.36    897.14   5579.70
C    194.51    898.70   5217.00
C    194.66    905.20   4950.10
C    194.82    900.46   4703.00
C    194.97    863.74   4605.40
C    195.12    791.72   4243.40
C    195.27    699.78   3872.80
C    195.43    616.75   3449.70
C    195.58    584.77   3495.10
C    195.73    610.87   3765.30
C    195.88    658.30   3546.20
C    196.04    657.14   3107.80
C    196.19    729.11   3000.30
C    196.34    497.00   2942.40
C    196.49    329.88   2622.60
C    196.65    349.50   2393.40
C    196.80    367.89   2590.40
C    196.95    386.29   2818.20
C    197.10    404.69   2865.80
C    197.26    622.83   2869.60
C    197.41    579.00   3565.60
C    197.56    500.58   3759.40
C    197.71    491.17   3745.20
C    197.87    514.63   3722.50
C    198.02    565.14   4414.20
C    198.17    631.73   5302.30
C    198.32    695.76   5229.60
C    198.48    747.14   4647.30
C    198.63    767.71   4216.00
C    198.78    733.46   4055.00
C    198.93    719.35   4048.50
C    199.08    704.48   3810.50
C    199.24    664.92   3646.60
C    199.39    638.68   3994.60
C    199.54    649.64   4284.40
C    199.69    668.62   4374.70
C    199.85    678.65   4264.80
C    200.00    685.93   4277.30
C    200.15    681.40   4225.60
C    200.30    649.86   4037.70
C    200.46    597.50   3441.90
C    200.61    549.03   3008.50
C    200.76    501.98   2990.60
C    200.91    470.41   3064.60
C    201.07    484.68   3228.50
C    201.22    537.03   3366.60
C    201.37    609.24   3650.00
C    201.52    673.52   4320.10
C    201.67    708.21   4664.10
C    201.83    706.27   4567.00
C    201.98    667.87   4340.80
C    202.13    610.48   4188.60
C    202.28    562.72   3846.70
C    202.44    533.23   3601.90
C    202.59    537.42   3559.80
C    202.74    561.83   3756.70
C    202.89    607.32   4381.50
C    203.05    676.70   4700.00
C    203.20    736.91   5210.60
C    203.35    782.26   5353.30
C    203.50    799.98   5359.70
C    203.66    797.81   5380.50
C    203.81    785.99   5400.70
C    203.96    774.13   5390.80
C    204.11    768.31   5204.20
C    204.27    768.07   5243.00
C    204.42    769.58   5242.90
C    204.57    770.18   5095.80
C    204.72    767.27   4966.30
C    204.88    750.24   4759.40
C    205.03    711.91   4432.60
C    205.18    662.57   4120.20
C    205.33    613.80   3432.40
C    205.49    566.01   3074.70
C    205.64    603.77   3065.00
C    205.79    422.05   3089.70
C    205.94    416.00   3186.70
C    206.10    448.28   3326.40
C    206.25    480.95   3559.90
C    206.40    513.63   4034.70
C    206.55    546.31   4098.10
C    206.70    578.98   4116.00
C    206.86    613.84   4313.30
C    207.01    623.50   4257.70
C    207.16    749.96   4363.60
C    207.31    684.61   4356.70
C    207.47    696.63   4107.30
C    207.62    690.87   4051.30
C    207.77    683.11   4048.70
C    207.92    665.18   4002.40
C    208.08    634.94   3838.90
C    208.23    605.72   3471.40
C    208.38    574.74   3123.20
C    208.53    528.96   3024.70
C    208.69    477.03   2857.30
C    208.84    463.51   2834.10
C    208.99    505.20   3035.60
C    209.14    573.90   3285.50
C    209.29    635.85   3738.80
C    209.45    683.70   4371.00
C    209.60    721.64   4706.60
C    209.75    753.67   4795.10
C    209.90    764.85   4872.60
C    210.06    749.71   5033.00
C    210.21    741.58   5226.80
C    210.36    768.86   5246.70
C    210.51    809.85   5260.10
C    210.67    812.43   4943.90
C    210.82    783.07   5371.60
C    210.97    763.39   5430.30
C    211.12    769.16   4944.70
C    211.28    772.39   4567.30
C    211.43    767.74   4684.30
C    211.58    756.14   4889.90
C    211.73    763.95   4971.40
C    211.89    803.96   5255.10
C    212.04    853.13   5259.30
C    212.19    880.75   5328.10
C    212.34    867.73   4997.30
C    212.50    805.41   4717.70
C    212.65    731.83   4350.00
C    212.80    674.44   4215.30
C    212.95    652.40   4017.30
C    213.11    664.88   3855.10
C    213.26    687.35   3811.70
C    213.41    707.03   4133.10
C    213.56    722.32   4403.00
C    213.72    733.99   4432.20
C    213.87    736.01   4342.90
C    214.02    726.53   4350.00
C    214.17    706.95   4316.30
C    214.32    687.24   4309.20
C    214.48    676.81   4227.50
C    214.63    678.52   4068.00
C    214.78    683.78   3953.00
C    214.93    675.14   3874.40
C    215.09    665.37   3757.50
C    215.24    617.38   3384.40
C    215.39    529.62   2892.50
C    215.54    447.93   2744.00
C    215.70    443.19   2706.20
C    215.85    438.75   2513.70
C    216.00    434.31   2417.40
C    216.15    451.37   2498.60
C    216.31    431.38   2855.30
C    216.46    485.17   2989.10
C    216.61    478.91   2838.20
C    216.76    473.47   2735.00
C    216.91    450.27   2703.00
C    217.07    413.83   2651.30
C    217.22    380.85   2600.70
C    217.37    364.01   2445.40
C    217.52    366.38   2182.20
C    217.68    386.96   2340.00
C    217.83    418.06   2745.20
C    217.98    456.32   2952.80
C    218.13    500.87   3003.60
C    218.29    543.10   3056.00
C    218.44    572.02   3222.20
C    218.59    590.02   3858.50
C    218.74    608.04   4078.30
C    218.90    637.63   3943.20
C    219.05    662.75   3855.10
C    219.20    667.39   3805.30
C    219.35    640.92   3749.20
C    219.51    589.16   3732.30
C    219.66    543.94   3591.90
C    219.81    513.68   3172.90
C    219.96    506.35   3148.50
C    220.12    515.09   3037.70
C    220.27    528.86   3096.20
C    220.42    542.79   3346.70
C    220.57    549.61   3472.30
C    220.73    556.93   3529.20
C    220.88    565.24   3540.70
C    221.03    576.00   3506.00
C    221.18    580.85   3393.90
C    221.34    567.88   3309.10
C    221.49    529.50   3240.50
C    221.64    476.88   3026.90
C    221.79    432.89   2456.50
C    221.94    413.87   2195.40
C    222.10    417.02   2339.40
C    222.25    424.43   2406.20
C    222.40    428.01   2409.80
C    222.55    426.93   2308.00
C    222.71    422.64   2389.00
C    222.86    423.06   2464.20
C    223.01    433.73   2747.10
C    223.16    462.02   3111.40
C    223.32    514.37   3570.10
C    223.47    575.91   3683.60
C    223.62    646.75   3740.20
C    223.77    709.77   3956.10
C    223.93    762.06   4709.90
C    224.08    788.75   4924.60
C    224.23    798.13   4958.00
C    224.38    802.44   4785.00
C    224.53    807.62   4786.10
C    224.69    832.38   4829.40
C    224.84    844.88   4929.40
C    224.99    692.08   4720.10
C    225.14    642.34   4558.30
C    225.30    589.29   4410.00
C    225.45    539.55   4349.30
C    225.60    489.81   4274.40
C    225.75    597.34   4138.70
C    225.91    675.46   4074.00
C    226.06    741.91   4053.60
C    226.21    720.97   4068.00
C    226.36    713.23   4218.00
C    226.52    696.93   4354.30
C    226.67    666.77   4222.20
C    226.82    631.46   3944.40
C    226.97    600.56   3634.90
C    227.13    580.99   3291.40
C    227.28    576.28   3234.00
C    227.43    586.28   3314.00
C    227.58    609.53   3496.20
C    227.74    652.55   3763.50
C    227.89    692.59   3904.00
C    228.04    709.75   4146.90
C    228.19    695.09   4313.10
C    228.35    659.51   4225.50
C    228.50    618.13   3985.30
C    228.65    576.16   3705.50
C    228.80    534.11   3244.20
C    228.95    488.58   2827.90
C    229.11    434.16   2485.10
C    229.26    385.98   2345.40
C    229.41    353.79   2196.70
C    229.56    344.36   1963.00
C    229.72    353.42   1984.20
C    229.87    369.27   2121.40
C    230.02    381.78   2376.10
C    230.17    394.72   2613.30
C    230.33    417.36   2576.80
C    230.48    441.95   2506.20
C    230.63    457.77   2578.70
C    230.78    454.93   2664.70
C    230.94    436.23   2774.00
C    231.09    422.02   2800.00
C    231.24    426.60   2731.80
C    231.39    463.89   2739.70
C    231.55    524.38   3252.50
C    231.70    579.51   3627.50
C    231.85    622.65   4230.20
C    232.00    664.97   4283.60
C    232.15    714.98   4262.70
C    232.31    762.13   4212.40
C    232.46    785.43   4506.10
C    232.61    759.43   4483.70
C    232.76    704.80   4462.80
C    232.92    650.77   4314.80
C    233.07    654.34   3534.10
C    233.22    708.79   4464.80
C    233.37    746.29   4666.10
C    233.53    721.93   4437.60
C    233.68    663.90   4207.10
C    233.83    645.06   3666.00
C    233.98    681.24   4175.00
C    234.14    736.34   4331.80
C    234.29    756.15   4346.60
C    234.44    793.00   4268.60
C    234.59    761.00   3970.90
C    234.75    520.00   4031.30
C    234.90    691.51   3914.30
C    235.05    681.44   4234.60
C    235.20    671.38   4560.50
C    235.36    660.64   4449.00
C    235.51    650.58   4390.00
C    235.66    640.51   4376.50
C    235.81    630.45   4218.70
C    235.97    619.72   4536.50
C    236.12    609.65   4671.40
C    236.27    762.00   4454.20
C    236.42    682.00   4217.00
C    236.57    541.98   3982.40
C    236.73    693.24   3781.10
C    236.88    700.14   3513.40
C    237.03    629.37   3063.20
C    237.18    505.16   2505.90
C    237.34    404.75   2141.80
C    237.49    377.07   1939.80
C    237.64    381.79   1922.80
C    237.79    398.76   2013.70
C    237.95    433.63   2311.20
C    238.10    484.50   2706.10
C    238.25    549.49   3286.00
C    238.40    618.48   3747.60
C    238.56    683.59   3954.80
C    238.71    720.83   4047.10
C    238.86    740.82   4322.70
C    239.01    750.72   4606.80
C    239.17    753.28   4634.30
C    239.32    745.22   4671.70
C    239.47    726.82   4611.40
C    239.62    706.73   4696.00
C    239.77    691.13   4487.20
C    239.93    678.49   4343.60
C    240.08    669.65   4171.10
C    240.23    649.28   3723.30
C    240.39    606.53   3562.10
C    240.54    551.16   3342.80
C    240.69    497.84   3074.80
C    240.84    460.76   2787.30
C    240.99    444.46   2571.30
C    241.15    445.85   2642.40
C    241.30    459.47   2825.40
C    241.45    479.27   2949.40
C    241.60    505.45   3041.70
C    241.76    533.87   3229.30
C    241.91    556.93   3542.80
C    242.06    568.11   3752.40
C    242.21    572.32   3711.30
C    242.37    577.15   3687.70
C    242.52    584.76   3731.20
C    242.67    593.97   3781.20
C    242.82    598.16   3802.80
C    242.98    595.08   3644.40
C    243.13    588.25   3366.40
C    243.28    580.68   3019.80
C    243.43    575.39   2805.60
C    243.59    569.35   2665.80
C    243.74    555.76   2428.20
C    243.89    525.98   2070.20
C    244.04    475.51   1779.90
C    244.19    412.23   1722.00
C    244.35    324.05   1861.60
C    244.50    270.51   2102.10
C    244.65    286.32   2327.00
C    244.80    418.95   2452.70
C    244.96    277.85   2680.30
C    245.11    535.46   3380.90
C    245.26    620.24   3728.60
C    245.41    635.85   3786.50
C    245.57    654.68   3731.00
C    245.72    653.51   3757.50
C    245.87    640.99   4087.20
C    246.02    610.73   4151.10
C    246.18    585.06   4257.40
C    246.33    598.29   4285.00
C    246.48    672.26   4299.30
C    246.63    750.45   4195.50
C    246.79    778.89   4353.60
C    246.94    753.14   4742.00
C    247.09    705.36   4683.60
C    247.24    675.61   4477.00
C    247.39    673.27   4308.20
C    247.55    699.28   4028.70
C    247.70    726.35   4100.30
C    247.85    740.68   4362.00
C    248.01    745.60   4560.60
C    248.16    746.90   4322.00
C    248.31    732.89   4158.00
C    248.46    683.10   4054.70
C    248.61    593.35   3726.10
C    248.77    501.01   3515.40
C    248.92    479.60   3286.80
C    249.07    530.67   3494.10
C    249.22    619.95   3728.00
C    249.38    713.51   4101.40
C    249.53    788.21   4759.20
C    249.68    849.91   5158.30
C    249.83    883.36   5217.70
C    249.99    881.46   5398.80
S     88.44    635.51   3661.00
S     88.59    585.67   3858.00
S     88.75    522.48   4098.50
S     88.90    500.48   3702.60
S     89.05    527.16   3238.80
S     89.20    558.31   3655.30
S     89.36    561.44   3941.20
S     89.51    560.55   3912.30
S     89.66    594.91   4269.60
S     89.81    664.11   4597.20
S     89.97    715.15   4618.00
S     90.12    712.47   4790.40
S     90.27    656.95   4395.50
S     90.42    592.11   4236.40
S     90.58    547.81   4056.00
S     90.73    531.84   3671.70
S     90.88    536.43   3607.10
S     91.03    547.57   3939.40
S     91.19    573.90   4182.00
S     91.34    606.56   4015.70
S     91.49    622.13   3875.80
S     91.64    597.86   3833.60
S     91.80    533.98   3705.50
S     91.95    464.92   3405.30
S     92.10    414.36   3062.80
S     92.25    392.08   2691.80
S     92.40    390.39   2483.40
S     92.56    396.62   2372.30
S     92.71    392.98   2357.90
S     92.86    356.70   2435.30
